node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until
10113172,ZAW S.A.,ZAW S.A.,,PMA,Panama,,CLAUDIA SERNA CRA 11 NO 82-01 PISO 2 BOGOTÃ, COLOMBIA,56807,16-DEC-2009,24-JAN-2013,15-JAN-2013,,Defaulted,Mossack Fonseca,93,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10117995,QUADRILL MANAGEMENT S.A.,QUADRILL MANAGEMENT S.A.,,PMA,Panama,,PROMOTORA INMOBILIARIA INTERNATIONAL LTD CALLE 108 NO. 14B-31 BOGOTA, COLOMBIA,57410,09-FEB-2010,16-JUL-2014,15-JUL-2014,,Defaulted,Mossack Fonseca,28,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10066851,Internet Data & Video Services Corp.,Internet Data & Video Services Corp.,,PMA,Panama,,"Internet Data & Video Services Corp. GONZÃLEZ GÃ“MEZ - ABOGADOS CARRERA 43-A, NO. 1 - 85, OFICINA 414 MEDELLÃN, COLOMBIA",51326,10-OCT-2007,22-FEB-2011,15-JAN-2010,,Bad debt account,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10066974,CORTAL PROPERTIES INC.,CORTAL PROPERTIES INC.,,PMA,Panama,,BAKER & MCKENZIE S.A.S AVE. 82 NO. 10-62, PISO 6 BOGOTA COLOMBIA,51645,21-NOV-2008,,,,Active,Mossack Fonseca,29,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10067023,AGPA CONSULTING INC,AGPA CONSULTING INC,,PMA,Panama,,AGPA S.A. CALLE 109 NO 18 C 17  OFICINA 403 BOGOTA D.C., COLOMBIA,51371,07-NOV-2008,17-JAN-2012,15-JAN-2012,,Defaulted,Mossack Fonseca,95,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10067438,LEVENSON FINANCE INC.,LEVENSON FINANCE INC.,,PMA,Panama,,NAVARRETE CONSULTORES CALLE 67 NO. 8 -12 OF  301 BOGOTÃ, COLOMBIA,51294,24-OCT-2008,,,,Active,Mossack Fonseca,21,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10067570,STARBRIGHT MANAGEMENT S.A.,STARBRIGHT MANAGEMENT S.A.,,PMA,Panama,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,51647,20-NOV-2008,28-DEC-2012,15-JAN-2013,,Defaulted,Mossack Fonseca,7,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10068225,MIRALTA INTERNACIONAL S.A.,MIRALTA INTERNACIONAL S.A.,,PMA,Panama,,BAKER & MCKENZIE S.A.S AVE. 82 NO. 10-62, PISO 6 BOGOTA COLOMBIA,51187,17-OCT-2008,13-FEB-2015,15-JAN-2016,,Defaulted,Mossack Fonseca,54,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10130013,TORELL BUSINESS S.A.,TORELL BUSINESS S.A.,,PMA,Panama,,CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA,59001,12-JUL-2010,24-JAN-2013,15-JAN-2013,,Defaulted,Mossack Fonseca,81,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10131780,INVERSIONES ALGIS S.A.,INVERSIONES ALGIS S.A.,,PMA,Panama,,PROMOTORA INMOBILIARIA INTERNATIONAL LTD CALLE 108 NO. 14B-31 BOGOTA, COLOMBIA,59227,20-JUL-2010,24-JAN-2013,15-JAN-2013,,Defaulted,Mossack Fonseca,15,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10134373,RISENSUN (HK) INDUSTRY CO. CORP.,RISENSUN (HK) INDUSTRY CO. CORP.,,PMA,Panama,,"BURITICA ABOGADOS CONSULTORES LTDA. CALLE 70, NO. 7 - 60, OFICINA 302 BOGOTA COLOMBIA",59649,30-NOV-2010,24-JAN-2013,15-JAN-2013,,Defaulted,Mossack Fonseca,9,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10135597,LAN FOR II, S.A.,LAN FOR II, S.A.,,PMA,Panama,,PROMOTORA INMOBILIARIA INTERNATIONAL LTD CALLE 108 NO. 14B-31 BOGOTA, COLOMBIA,59929,07-AUG-2009,,,,Active,Mossack Fonseca,91,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10071022,MORAFIELD TRADE S.A.,MORAFIELD TRADE S.A.,,PMA,Panama,,CAMILO GRANADA     CALLE 77 NO. 11 Â¿ 19 PISO 2 BOGOTA COLOMBIA,52208,06-JAN-2009,30-DEC-2011,15-JUL-2013,,Changed agent,Mossack Fonseca,70,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10071173,ORNA EQUITIES INC.,ORNA EQUITIES INC.,,PMA,Panama,,"ESGUERRA BARRERA ARRIAGA CALLE 72, NO. 6 - 30, PISO 12 BOGOTA, COLOMBIA",52222,06-JAN-2009,,,,Active,Mossack Fonseca,37,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10072074,EXPERTISE CONSULTANTS S.A.,EXPERTISE CONSULTANTS S.A. [SUPER HERO S.A.],SUPER HERO S.A.,PMA,Panama,,SUAREZ & ASOCIADOS CONSULTORIA EMPRESARIAL CARRERA 11D NO. 118Âª-44   BOGOTA, COLOMBIA BOGOTA COLOMBIA,51906,06-JAN-2009,16-JUL-2013,15-JUL-2012,,Defaulted,Mossack Fonseca,89,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10073003,ELLERTON PACIFIC LTD.,ELLERTON PACIFIC LTD.,,BVI,British Virgin Islands,,SR. LEO EISENBAND CRA 69 NO. 98-A-66 BOGOTA, COLOMBIA,520367,02-JAN-1997,01-MAR-2004,31-OCT-2004,,Dissolved,Mossack Fonseca,210931,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10147160,BURNSWICK HOLDINGS CORPORATION,BURNSWICK HOLDINGS CORPORATION,,BVI,British Virgin Islands,,TRENACO CARRERA 11 NO. 82-01 PISO 10 BOGOTA COLOMBIA,6026785,13-FEB-2012,,31-OCT-2015,,In transition,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10149068,Sacred Cycle Inc.,Sacred Cycle Inc.,,BVI,British Virgin Islands,,EDUARDO ENRIQUE RODRIGUEZ MUÃ‘OZ CRA 2A NO 70 - 09 (501) BOGOTA - COLOMBIA,6034985,27-MAR-2013,06-NOV-2014,31-OCT-2014,,Defaulted,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10075061,Aguahass Services S.A.,Aguahass Services S.A. [LAFICO SERVICES S.A.],LAFICO SERVICES S.A.,PMA,Panama,,"SERGIO ALBERTO MORA & ASOCIADOS CALLE 7 NO. 39 - 215 EDIF. GRANAHORRAR, OF. 703 MEDELLÃN, COLOMBIA",52220,06-JAN-2009,25-JUN-2014,15-JUL-2016,,Dissolved,Mossack Fonseca,10,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10146540,Speedfast Services Capital Limited,Speedfast Services Capital Limited,,BVI,British Virgin Islands,,TRENACO CARRERA 11 NO. 82-01 PISO 10 BOGOTA COLOMBIA,6026479,30-JAN-2012,,31-OCT-2015,,In transition,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10076168,MENTLEY TRADING LIMITED,MENTLEY TRADING LIMITED,,BVI,British Virgin Islands,,SR. MORIS SCHUSTER SCHPILBERG CARRERA 56 NÂº 80 - 131 APTO. 18, EDIFICIO AVANTI BARRANQUILLA COLOMBIA,529036,04-JAN-1999,,,,Active,Mossack Fonseca,305968,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10076283,STROW TRADING LTD.,STROW TRADING LTD.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,524715,02-JAN-1998,09-NOV-2010,31-OCT-2010,,Defaulted,Mossack Fonseca,261318,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10076376,WILLEMDOW ENTERPRISES LTD.,WILLEMDOW ENTERPRISES LTD.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,524718,02-JAN-1998,27-JUL-2007,31-OCT-2008,,Relocated in new jurisdiction,Mossack Fonseca,261308,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10144359,YELLOWSTONE RESEARCH CORPORATION,YELLOWSTONE RESEARCH CORPORATION,,BVI,British Virgin Islands,,LIBARDO GARCIA CALLE 71 # 11-71 BOGOTA, COLOMBIA,6011049,22-MAR-2010,01-NOV-2012,31-OCT-2012,,Defaulted,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10143140,FULTRON INVESTMENTS LIMITED,FULTRON INVESTMENTS LIMITED,,BVI,British Virgin Islands,,"BARRIOS  VELEZ & ASOCIADOS CALLE 79 A, NO. 8 - 63, PISO 6 BOGOTÃ, COLOMBIA",6009591,21-JAN-2010,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10077937,FOREVER INTERNATIONAL INVESTMENTS INC.,FOREVER INTERNATIONAL INVESTMENTS INC. EX-(FOREVER FLOWERS ),FOREVER FLOWERS,BVI,British Virgin Islands,,FOREVER INTERNATIONAL INVESTMENTS INC. CALLE 85 #21-20, OFC 408 SANTAFE DE BOGOTA COLOMBIA **S.I.**,528095,14-SEP-1998,02-MAY-2001,30-APR-2001,,Defaulted,Mossack Fonseca,294366,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10143544,LUMIGO COMPANY INC,LUMIGO COMPANY INC,,BVI,British Virgin Islands,,MANRIQUE & ASOCIADOS ABOGADOS CARRERA 13 NO 72-21 OFICINA 401 BOGOTA COLOMBIA,6022843,28-SEP-2011,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10079105,CENTRO DE TELEFONIA MOVIL PANAMA S.A.,CENTRO DE TELEFONIA MOVIL PANAMA S.A.,,PMA,Panama,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,52882,18-FEB-2009,25-JAN-2011,15-JUL-2012,,Dissolved,Mossack Fonseca,5,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10079348,EIGO MANAGEMENT LIMITED,EIGO MANAGEMENT LIMITED,,BVI,British Virgin Islands,,SR. LEO EISENBAND CRA 69 NO. 98-A-66 BOGOTA, COLOMBIA,530667,09-APR-1999,,,,Active,Mossack Fonseca,319944,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10079673,SEROL S.A.,SEROL S.A.,,BVI,British Virgin Islands,,ACOSTA ABOGADOS CARRERA 11 NO. 82-01  OF. 902 BOGOTA COLOMBIA *S.I.*,528271,25-SEP-1998,08-MAY-2002,30-APR-2002,,Defaulted,Mossack Fonseca,295548,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10079623,ROWELL ENTERPRISES CORP.,ROWELL ENTERPRISES CORP.,,PMA,Panama,,"BRETANO CIENTO ONCE CALLE 12A, NO. 68 C 25 ZONA INDUSTRIAL BOGOTA, COLOMBIA",52739,09-FEB-2009,,,,Active,Mossack Fonseca,4,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10079637,DIXONVILLE BAY LIMITED,DIXONVILLE BAY LIMITED,,BVI,British Virgin Islands,,SR. LEO EISENBAND CRA 69 NO. 98-A-66 BOGOTA, COLOMBIA,534590,06-JAN-2000,,,,Active,Mossack Fonseca,361985,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10079809,INTERGRUPO PANAMÃ S.A.,INTERGRUPO PANAMÃ S.A. [GREENSTONE BUSINESS S.A.],GREENSTONE BUSINESS S.A.,PMA,Panama,,DARIO EDUARDO SOLORZANO MARIN CARRERA 49 NO. 61 SUR 68 PISOS 3 Y 4  SABANETA - ANTIOQUIA - COLOMBIA,52744,09-FEB-2009,,,,Active,Mossack Fonseca,40,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10138950,BATON ROUGE HOLDINGS LTD.,BATON ROUGE HOLDINGS LTD.,,BVI,British Virgin Islands,,SENTIDO LEGAL DIRECCIÃ“N CRA. 43 A NO. 16 A SUR-38 OFICINA 602 EDIFICIO DHL MEDELLIN COLOMBIA,6012732,30-MAR-1999,,,,Active,Mossack Fonseca,318495,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10080392,CAMPER BAY MANAGEMENT LIMITED,CAMPER BAY MANAGEMENT LIMITED,,BVI,British Virgin Islands,,CARRERA 2A NO. 9108  SANTAFE DE BOGOTA, COLOMBIA BOGOTA COLOMBIA,528910,21-DEC-1998,03-MAY-2000,30-APR-2000,,Defaulted,Mossack Fonseca,304110,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10080827,TORAL SERVICES S.A.,TORAL SERVICES S.A.,,PMA,Panama,,MANRIQUE & ASOCIADOS ABOGADOS CARRERA 13 NO 72-21 OFICINA 401 BOGOTA COLOMBIA,52711,06-FEB-2009,,,,Active,Mossack Fonseca,11,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10081048,KEMIRA INVESTMENTS INC.,KEMIRA INVESTMENTS INC.,,PMA,Panama,,"KEMIRA INVESTMENTS INC. INLASER CENTRO MÃ‰DICO ESPECIALIZADO CR. 18 NO. 93 A-33 CHICO, BOGOTÃ, COLOMBIA",52985,04-MAR-2009,15-SEP-2011,15-JUL-2012,,Inactivated,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10081067,JUELRU CORP.,JUELRU CORP.,,PMA,Panama,,JUAN CARLOS AGUDELO CRA 15 # 93A - 84 OF. 808 BOGOTA COLOMBIA,52775,16-MAR-2009,18-JUL-2012,15-JUL-2012,,Defaulted,Mossack Fonseca,38,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10083044,TUTTI FRUTI INC.,TUTTI FRUTI INC.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,538862,05-SEP-2000,03-MAY-2006,30-APR-2006,,Defaulted,Mossack Fonseca,404842,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10083594,PROFESSIONAL PERFORMANCE MANAGEMENT LTD.,PROFESSIONAL PERFORMANCE MANAGEMENT LTD.,,BVI,British Virgin Islands,,SR. LEO EISENBAND CRA 69 NO. 98-A-66 BOGOTA, COLOMBIA,535174,04-JAN-2000,01-NOV-2006,31-OCT-2006,,Defaulted,Mossack Fonseca,358816,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10083805,KEMIRA INVESTMENTS INC.,KEMIRA INVESTMENTS INC.,,PMA,Panama,,EIDELMAN JAVIER GONZALEZ SANCHEZ CRA 8 NO. 38 - 33 OFC. 703 BOGOTA, COLOMBIA,52974,04-MAR-2009,16-JUL-2013,15-JUL-2013,,Defaulted,Mossack Fonseca,88,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10084615,CROWNLEY ESTATES LIMITED,CROWNLEY ESTATES LIMITED,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,537011,17-MAY-2000,24-OCT-2014,31-OCT-2010,,Relocated in new jurisdiction,Mossack Fonseca,388198,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10133045,GUILFORD CONSULTANTS CORP.,GUILFORD CONSULTANTS CORP.,,PMA,Panama,,NAVARRETE CONSULTORES CALLE 67 NO. 8 -12 OF  301 BOGOTÃ, COLOMBIA,59004,12-JUL-2010,,,,Active,Mossack Fonseca,40,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10085165,GROOVE INTERNATIONAL LIMITED,GROOVE INTERNATIONAL LIMITED,,BVI,British Virgin Islands,,SR. MORIS SCHUSTER SCHPILBERG CARRERA 56 NÂº 80 - 131 APTO. 18, EDIFICIO AVANTI BARRANQUILLA COLOMBIA,531290,02-JUN-1999,,,,Active,Mossack Fonseca,326949,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10085296,COMERCIALIZADORA INTERNACIONAL OIL KARIBE PANAMA S.A.,COMERCIALIZADORA INTERNACIONAL OIL KARIBE PANAMA S.A.,,PMA,Panama,,"BURITICA ABOGADOS CONSULTORES LTDA. CALLE 70, NO. 7 - 60, OFICINA 302 BOGOTA COLOMBIA",53199,16-MAR-2009,12-AUG-2011,15-JUL-2012,,Bad debt account,Mossack Fonseca,46,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10085327,STADWELL CONSULTING LTD.,STADWELL CONSULTING LTD.,,BVI,British Virgin Islands,,SR. LEO EISENBAND CRA 69 NO. 98-A-66 BOGOTA, COLOMBIA,536740,03-MAY-2000,,,,Active,Mossack Fonseca,385823,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10131380,HARNETT BUSINESS CORPORATION,HARNETT BUSINESS CORPORATION,,PMA,Panama,,SUAREZ & ASOCIADOS CONSULTORIA EMPRESARIAL CARRERA 11D NO. 118Âª-44   BOGOTA, COLOMBIA BOGOTA COLOMBIA,59729,14-SEP-2010,,,,Active,Mossack Fonseca,47,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10130726,BOCHICA OIL & GAS INC.,BOCHICA OIL & GAS INC.,,PMA,Panama,,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26, KALATRABA, BOGOTA COLOMBIA",59765,04-OCT-2010,10-SEP-2015,15-JAN-2017,,Resigned as agent,Mossack Fonseca,81,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10086631,VYNE PROPERTY HOLDINGS LTD.,VYNE PROPERTY HOLDINGS LTD.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,539463,16-OCT-2000,14-MAR-2013,30-APR-2011,,Relocated in new jurisdiction,Mossack Fonseca,412309,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10087216,CROCIERA MANAGEMENT LTD.,CROCIERA MANAGEMENT LTD.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,536501,18-APR-2000,14-MAR-2013,31-OCT-2010,,Relocated in new jurisdiction,Mossack Fonseca,383488,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10087588,SELWON ENTERPRISES LTD.,SELWON ENTERPRISES LTD.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,542723,07-MAY-2001,24-OCT-2014,31-OCT-2010,,Relocated in new jurisdiction,Mossack Fonseca,443332,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10087660,SAWYER EQUITIES LTD.,SAWYER EQUITIES LTD.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,536842,08-MAY-2000,07-MAY-2010,31-OCT-2010,,Discontinued,Mossack Fonseca,386517,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10087752,"AsociaciÃ³n General de Inversionistas S.A. ""AGI""","AsociaciÃ³n General de Inversionistas S.A. ""AGI""",,PMA,Panama,,MANRIQUE & ASOCIADOS ABOGADOS CARRERA 13 NO 72-21 OFICINA 401 BOGOTA COLOMBIA,53553,21-APR-2009,06-MAY-2010,15-JUL-2012,,Changed agent,Mossack Fonseca,42,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10087969,DOLPHIN INVESTMENT COMPANY INC.,DOLPHIN INVESTMENT COMPANY INC.,,PMA,Panama,,"FRANCISCO JOSÃ‰ BENDECK ACEVEDO TRANSVERSAL 4 # 83 - 94, APTO 201 BOGOTÃ D.C., COLOMBIA",53521,06-APR-2009,,,,Active,Mossack Fonseca,34,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10088093,COLFESA LTD.,COLFESA LTD.,,BVI,British Virgin Islands,,SR. LEO EISENBAND CRA 69 NO. 98-A-66 BOGOTA, COLOMBIA,535965,20-MAR-2000,,,,Active,Mossack Fonseca,376708,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10088205,LIBERMAN MANAGEMENT INC.,LIBERMAN MANAGEMENT INC.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,542850,14-MAY-2001,11-JUL-2003,31-OCT-2003,,Defaulted,Mossack Fonseca,444379,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10127430,AIS CAPITAL CORP.,AIS CAPITAL CORP.,,PMA,Panama,,PEREZ & GOMEZ ABOGADOS S.A.S. CALLE 113 NO. 7-21 TORRE A. OFICINA 901 EDIFICIO TELEPORT BOGOTA, COLOMBIA,59413,04-AUG-2010,21-JAN-2015,15-JAN-2015,,Defaulted,Mossack Fonseca,52,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10089383,I SERVICE GROUP INC.,I SERVICE GROUP INC.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,538863,05-SEP-2000,11-DEC-2001,30-APR-2002,,Defaulted,Mossack Fonseca,404843,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10089625,DFN CORP.,DFN CORP.,,PMA,Panama,,DIEGO FERREIRA CALLE 69 NO. 9-32 BOGOTÃ, D.C. - COLOMBIA,54315,18-JUN-2009,27-MAY-2011,15-JUL-2012,,Defaulted,Mossack Fonseca,89,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10125566,DIBLON MANAGEMENT INTERNATIONAL INC.,DIBLON MANAGEMENT INTERNATIONAL INC.,,PMA,Panama,,SUAREZ & ASOCIADOS CONSULTORIA EMPRESARIAL CARRERA 11D NO. 118 A  - 44   BOGOTA, COLOMBIA BOGOTA COLOMBIA,57885,19-APR-2010,,,,Active,Mossack Fonseca,73,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10090088,KIDNER INTERNATIONAL LIMITED,KIDNER INTERNATIONAL LIMITED,,BVI,British Virgin Islands,,SR. LEO EISENBAND CRA 69 NO. 98-A-66 BOGOTA, COLOMBIA,541094,26-JAN-2001,,,,Active,Mossack Fonseca,429502,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10090219,SWING BAY LTD.,SWING BAY LTD.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,535255,10-FEB-2000,07-MAY-2010,31-OCT-2010,,Discontinued,Mossack Fonseca,368572,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10090383,RITZ OVERSEAS INVESTMENTS INC.,RITZ OVERSEAS INVESTMENTS INC. [SAVILLE INVEST INC.],SAVILLE INVEST INC.,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,544871,19-SEP-2001,,,,Active,Mossack Fonseca,463363,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10090408,DOMAIN SERVICES S.A.,DOMAIN SERVICES S.A.,,BVI,British Virgin Islands,,SR. LEO EISENBAND CRA 69 NO. 98-A-66 BOGOTA, COLOMBIA,538652,29-AUG-2000,,,,Active,Mossack Fonseca,403439,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10090442,KALULA INC,KALULA INC,,PMA,Panama,,MARIANA ANDREA ALVARADO CHACON CARRERA 14 NO. 95 - 47 OFC 205 BOGOTA, COLOMBIA,54683,01-OCT-2009,,,,Active,Mossack Fonseca,54,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10090803,SPEEDENS TECHNOLOGIES LTD.,SPEEDENS TECHNOLOGIES LTD.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,544980,24-SEP-2001,14-MAR-2013,30-APR-2011,,Relocated in new jurisdiction,Mossack Fonseca,463907,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10090955,HANDAYLE INTERNATIONAL CORP.,HANDAYLE INTERNATIONAL CORP.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,541486,14-FEB-2001,16-JUN-2006,31-OCT-2006,,Defaulted,Mossack Fonseca,432026,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10091272,Insumos Peruanos Corp.,Insumos Peruanos Corp.,,PMA,Panama,,LOPEZ RAMOS ABOGADOS CALLE 98 NO. 8 - 28 OFC.503 BOGOTA, COLOMBIA,54301,16-JUN-2009,18-JUL-2012,15-JUL-2012,,Defaulted,Mossack Fonseca,52,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10092218,DEYSON DEVELOPMENT INC.,DEYSON DEVELOPMENT INC.,,PMA,Panama,,LUIS HERNANDO GALLO MEDINA GALLO MEDINA ABOGADOS ASOCIADOS AVENIDA CALLE 72 NO. 6-30 PISO 18 BOGOTA COLOMBIA BOGOTA COLOMBIA,54185,05-JUN-2009,18-JUL-2012,15-JUL-2012,,Defaulted,Mossack Fonseca,14,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10093005,FORSTER INTERNATIONAL DEVELOPMENT LTD.,FORSTER INTERNATIONAL DEVELOPMENT LTD.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,544390,15-AUG-2001,03-MAY-2006,30-APR-2006,,Defaulted,Mossack Fonseca,458490,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10093603,SHREVEPORT CAPITAL S.A.,SHREVEPORT CAPITAL S.A.,,BVI,British Virgin Islands,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,542415,06-APR-2001,18-JUN-2014,31-OCT-2014,,Discontinued,Mossack Fonseca,439710,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10093657,HANCAR CORPORATION,HANCAR CORPORATION,,BVI,British Virgin Islands,,SR. LEO EISENBAND CRA 69 NO. 98-A-66 BOGOTA, COLOMBIA,543737,03-JUL-2001,26-MAR-2010,30-APR-2010,,Defaulted,Mossack Fonseca,452044,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10119473,SHAREEF S.A.,SHAREEF S.A.,,PMA,Panama,,CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA,56995,04-JAN-2010,,,,Active,Mossack Fonseca,69,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
